LEA Record ID,Person Number,Date of Stop,Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Information Based Stop,Type Of Stop,Officer Type of Assignment,Location,City,Is Location a K12 Public School,If K12 School Is Stop of a Student,School Name,Education Code Section,Education Code Subdivision,Race Perceived Prior To Stop,Perceived Race or Ethnicity,Perceived Gender,Perceived Gender Nonconforming,Is LGBT,Perceived Age,Person had Limited or No English Fluency,Perceived or Known Disability,City of Residence,Reason for Stop,Reason for Stop Narrative,Traffic Violation Type,Traffic Violation Offense Codes,Suspicion Offense Code,Suspicion SubType,Actions Taken,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Contraband or Evidence,Other Contraband Desc,Warning Offense Codes,Citation Offense Codes,Result of Stop,In field cite and release Offense Codes,Custodial arrest Offense Codes,LAT,LONG
BPD000023554,1,04/20/2021,18:23,40,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block of Shattuck Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Knowledge of outstanding arrest warrant/wanted person,Knew sub was wanted for pc 245,,,,,20,Incident to arrest,Sub was arrested,,,Drug paraphernalia,,,,Custodial arrest without warrant,,HS 11364(A) POSS UNLAW PARAPHERNALIA (M) | PC 245(A)(1) ADW NOT FIREARM (F),37.86337899,-122.2669767
BPD000023553,1,04/20/2021,17:14,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2500 block of Parker St,Berkeley,false,,,,,false,White,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Vehicle ran stop sign,Moving Violation,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,,24,,,,,None,,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,Warning (verbal or written),,,37.86358913,-122.2575564
BPD000023552,1,04/20/2021,10:04,7,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2800 block of Adeline St,Berkeley,false,,,,,true,White,Male,false,false,55,false,None,BERKELEY,Reasonable suspicion,Subj was “following cars” in parking lot,,,VC 10852 TAMPER WITH VEHICLE (M),Matched suspect description|Witness or victim ID of suspect at the scene,4,,,,,None,,,,No action,,,37.8578767,-122.2669366
BPD000023551,1,04/20/2021,00:49,10,false,no,Bicycle,"Patrol, traffic enforcement, field operations",800 block of Cedar St,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,30,false,None,BERKELEY,Traffic Violation,No light,Equipment Violation,VC 21456.2(A) BICYCLE OPR OBEY VEH LAWS (I),,,24,,,,,None,,,,No action,,,37.87398684,-122.3001
BPD000023562,1,04/21/2021,17:48,1,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Martin Luther King Jr Way,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Saw next to vodka,,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),Officer witnessed commission of a crime,24,,,,,Alcohol,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),,Warning (verbal or written),,,37.87027429,-122.273383
BPD000023560,1,04/21/2021,14:22,5,false,no,Pedestrian,"Patrol, traffic enforcement, field operations",2200 block of Shattuck Ave,Berkeley,false,,,,,true,White,Male,false,false,70,false,None,BERKELEY,Reasonable suspicion,Saw subject with open container,,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),Officer witnessed commission of a crime,4,,,,,Alcohol,,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),Citation for infraction,,,37.86862317,-122.2676692
BPD000023561,1,04/21/2021,12:20,20,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Curtis St,Berkeley,false,,,,,true,Black/African American,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Subject matched description provided by the reporting party,,,PC 484 THEFT (M),Matched suspect description,16|21,,,Evidence,Other contraband or evidence,Other contraband or evidence,Consumable stolen items,,,In-field cite and release,PC 484 THEFT (M),,37.86809244,-122.289283
BPD000023557,1,04/21/2021,09:46,10,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Kittredge St,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Subject observed with a Taser,,,PC 417(A)(1) EXHIBIT DEADWPN:NOT F/ARM (M),Matched suspect description|Witness or victim ID of suspect at the scene|Carrying suspicious object,4|5|17|18|21,Consent given|Officer safety/safety of others|Suspected weapons,Call for service regarding subject armed with a taser,Safekeeping as allowed by law/statute,Weapon(s) other than firearm|Alcohol| Other contraband or evidence,Weapon(s) other than a firearm|Alcohol|Other contraband or evidence,Costume US Currency,PC 417(A)(1) EXHIBIT DEADWPN:NOT F/ARM (M),,Warning (verbal or written),,,37.86880294,-122.2667826
BPD000023558,1,04/21/2021,11:40,1,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2800 block of Adeline St,Berkeley,false,,,,,true,Black/African American,Male,false,false,28,false,None,Unknown,Knowledge of outstanding arrest warrant/wanted person,Matched warrant suspect description,,,,,24,,,,,None,,,,No action,,,37.85810634,-122.267671
BPD000023559,1,04/21/2021,12:19,6,false,no,Vehicle,"Patrol, traffic enforcement, field operations",7th St,Berkeley,false,,,,,false,Black/African American,Female,false,false,30,false,None,BERKELEY,Traffic Violation,Passing in a left turn lane,Moving Violation,VC 22107 UNSAF TURN &/OR NO SIGNAL (I),,,24,,,,,None,,,VC 22107 UNSAF TURN &/OR NO SIGNAL (I),Citation for infraction,,,37.85178666,-122.2911964
BPD000024358,1,04/21/2021,22:35,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2300 block of San Pablo,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,35,false,None,BERKELEY,Traffic Violation,Speeding,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,Warning (verbal or written),,,37.86421656,-122.2905777
BPD000023667,1,04/21/2021,13:51,15,true,yes,Vehicle,"Patrol, traffic enforcement, field operations",600 block of Gilman Street,Berkeley,false,,,,,true,Hispanic/Latino,Female,false,false,20,true,None,SAN PABLO,Traffic Violation,Accident Unlicensed Driver,Moving Violation,VC 12500(A) DRIVE W/O LICENSE (M),,,24,,,,,None,,,VC 12500(A) DRIVE W/O LICENSE (M),Citation for infraction,,,37.87840641,-122.3060774
BPD000023563,1,04/21/2021,22:37,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2300 block of San Pablo Ave,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,35,false,None,SAN PABLO,Traffic Violation,"The driver ran a red light, was speeding, and had a brake light out",Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,Warning (verbal or written),,,37.86416711,-122.2904383
BPD000023566,1,04/22/2021,14:16,8,false,no,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block of Haste St,Berkeley,false,,,,,true,White,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Saw with suspected meth,,,HS 11377(A) POSSESS CNTL SUB (M),Officer witnessed commission of a crime,24,,,,,Drugs/narcotics,,,,In-field cite and release,HS 11377(A) POSSESS CNTL SUB (M),,37.86585337,-122.2578109
BPD000023568,1,04/22/2021,19:49,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",3400 block of King St,Berkeley,false,,,,,false,Black/African American,Male,false,false,40,false,None,BERKELEY,Traffic Violation,Vehicle had expired registration,Equipment Violation,VC 4000(A) NO REG:VEH/TRAILER/ETC (I),,,24,,,,,None,,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,Warning (verbal or written),,,37.84633506,-122.2732083
BPD000023564,1,04/22/2021,10:39,10,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2200 block of Curtis St,Berkeley,false,,,,,true,Black/African American,Male,false,false,30,false,None,BERKELEY,Parole/probation/PRCS/mandatory supervision,Consensual regarding prior trespassing in the neighborhood,,,,,24,,,,,None,,,,No action,,,37.86586675,-122.2889668
BPD000023565,1,04/22/2021,12:19,6,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1800 block of University Ave,Berkeley,false,,,,,false,White,Male,false,false,35,false,None,OAKLAND,Traffic Violation,Didn’t yield to two peds,Moving Violation,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,,24,,,,,None,,,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),Citation for infraction,,,37.871454,-122.2742513
BPD000023567,1,04/22/2021,19:10,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2500 block of Telegraph Ave,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,50,false,None,RICHMOND,Traffic Violation,Illegal u turn and crossed 4 solid yellow lines,Moving Violation,VC 22102 ILEGAL UTURN:BUS DIST/ETC (I),,,24,,,,,None,,VC 22102 ILEGAL UTURN:BUS DIST/ETC (I),,Warning (verbal or written),,,37.86505057,-122.2584541
BPD000023573,1,04/22/2021,22:25,15,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2900 block of Martin Luther King Jr Way,Berkeley,false,,,,,true,Black/African American,Female,false,false,30,false,None,BERKELEY,Reasonable suspicion,Subject called on her self for being suicidal and wanted to go to the hospital,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.85430567,-122.2714272
BPD000023570,1,04/22/2021,20:27,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1100 block of 59th St,Emeryville,false,,,,,false,Black/African American,Female,false,false,20,false,None,OAKLAND,Traffic Violation,Speeding weaving in and out of traffic tailgating.,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,Warning (verbal or written),,,37.84239126,-122.2843802
BPD000023574,1,04/22/2021,23:31,5,true,yes,Vehicle,"Patrol, traffic enforcement, field operations",1200 block of Ashby Ave,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,31,false,None,BERKELEY,Traffic Violation,The vehicle was leaving an area where loud reports were reported. The driver failed to stop at a stop sign,Moving Violation,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,,24,,,,,None,,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,Warning (verbal or written),,,37.85219804,-122.2864594
BPD000023572,1,04/22/2021,22:53,3,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2900 block of Martin Luther King Jr Way,Berkeley,false,,,,,false,White,Male,false,false,45,false,None,BERKELEY,Traffic Violation,The driver was driving about the speed limit and when the light turned yellow he had to slam on his brakes causing skidmarks in order to not run the red light,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,Warning (verbal or written),,,37.85430567,-122.2714272
BPD000023569,1,04/22/2021,17:18,25,false,no,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Milvia St,Berkeley,false,,,,,true,White,Male,false,false,25,false,None,BERKELEY,Knowledge of outstanding arrest warrant/wanted person,Knew had warrant,,,,,5|18,Incident to arrest,Incident to arrest,,,Drugs/narcotics,,,,Custodial arrest pursuant to outstanding warrant,,,37.8694806,-122.2716123
BPD000023571,1,04/22/2021,20:37,30,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Addison St,Berkeley,false,,,,,false,Asian,Female,false,false,35,false,Mental Health Condition,BERKELEY,Reasonable suspicion,Subject acting eradically and danger to self,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,6|5,,,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.87094855,-122.2697774
BPD000023582,1,04/23/2021,15:51,30,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2200 block of Shattuck Ave,Berkeley,false,,,,,true,Black/African American,Transgender Woman/Girl,false,true,35,false,None,BERKELEY,Knowledge of outstanding arrest warrant/wanted person,Subject matched suspect description,,,,,4|5|18|20,Officer safety/safety of others|Evidence of crime,Pat search and probable cause search,,,Weapon(s) other than a firearm,,,,Custodial arrest without warrant,,PC 459 BURGLARY (F),37.86767731,-122.2675023
BPD000023580,1,04/23/2021,17:46,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1000 block of Harrison St,Berkeley,false,,,,,false,White,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Obstructed plate and tail lamp/brake lamp out,Equipment Violation,VC 24600 TAILLAMP VIOLATIONS (I),,,24,,,,,None,,VC 12500(A) DRIVE W/O LICENSE (M),,Warning (verbal or written),,,37.88218971,-122.2967321
BPD000023581,1,04/23/2021,15:09,3,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2200 block of Shattuck Ave,Berkeley,false,,,,,true,Black/African American,Transgender Woman/Girl,false,true,35,false,None,BERKELEY,Reasonable suspicion,Welfare check.,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.86769639,-122.2675494
BPD000023583,1,04/23/2021,18:13,30,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Martin Luther King Jr Way,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,25,false,None,OAKLAND,Knowledge of outstanding arrest warrant/wanted person,Self surrender warrant arrest,,,,,5,,,,,None,,,,Custodial arrest pursuant to outstanding warrant,,,37.87006046,-122.2730419
BPD000023585,1,04/23/2021,21:36,3,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1400 block of Shattuck Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Subject trespassing at CVS,,,PC 602 TRESPASSING (M),Matched suspect description,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.88154443,-122.2689853
BPD000023586,1,04/23/2021,23:39,2,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2200 block of San Pablo Ave,Berkeley,false,,,,,false,Asian,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Driver was driving at night time with no headlights,Equipment Violation,VC 38335 HEADLAMP VIOLATION (I),,,24,,,,,None,,VC 38335 HEADLAMP VIOLATION (I),,Warning (verbal or written),,,37.86609346,-122.2911002
BPD000023584,1,04/23/2021,20:06,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",Adeline and Alcatraz,Berkeley,false,,,,,false,Black/African American,Female,false,false,25,false,None,SANTA CRUZ,Traffic Violation,Driving without headlights on after dark,Equipment Violation,VC 24250 DRIVE WITHOUT LIGHTS:DARK (I),,,24,,,,,None,,VC 24250 DRIVE WITHOUT LIGHTS:DARK (I),,Warning (verbal or written),,,37.84867079,-122.2714535
BPD000024650,1,04/23/2021,09:18,2,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1800 block of Berkeley Way,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Subject identified by victim as trespasser.,,,PC 602 TRESPASSING (M),Matched suspect description|Witness or victim ID of suspect at the scene,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.87197977,-122.2731419
BPD000023620,1,04/23/2021,16:35,12,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",100 block of Berkeley Sq,Berkeley,false,,,,,true,Black/African American,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Matched suspect description,,,PC 484 THEFT (M),Matched suspect description,5,,,,,Suspected stolen property,,,,In-field cite and release| Psychiatric hold (W&I Code 5150 or 5585.20),PC 484 THEFT (M) | PC 148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC (M),,37.87043297,-122.2678619
BPD000023579,1,04/23/2021,16:35,15,false,no,Vehicle,"Patrol, traffic enforcement, field operations",Bancroft and shattuck,Berkeley,false,,,,,false,White,Female,false,false,40,false,None,EMERYVILLE,Traffic Violation,No front license plate,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,24,,,,,None,,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,Warning (verbal or written),,,37.8675224,-122.2677476
BPD000024651,1,04/23/2021,09:25,1,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1900 block of Grant St,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,45,false,None,BERKELEY,Traffic Violation,Subject was taking up parking spaces with his carts,Non-moving violation / including registration,VC 22500 PARKING/ETC VIO:SPEC CIRC (I),,,24,,,,,None,,VC 22500 PARKING/ETC VIO:SPEC CIRC (I),,Warning (verbal or written),,,37.87237676,-122.2751623
BPD000023577,1,04/23/2021,12:09,15,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block of San Pablo Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Matched suspect description and seen IFO area of interest.,,,PC 602 TRESPASSING (M),Matched suspect description|Witness or victim ID of suspect at the scene|Actions indicative of casing a victim or location,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.85983498,-122.288669
BPD000023578,1,04/23/2021,13:27,70,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1500 block of Julia St,Berkeley,false,,,,,true,Asian|Pacific Islander,Male,false,false,20,false,None,BERKELEY,Reasonable suspicion,Call for service; 1042 of 5150,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.85419795,-122.2788261
BPD000023575,1,04/23/2021,08:34,6,false,no,Vehicle,"Patrol, traffic enforcement, field operations",University Ave,Berkeley,false,,,,,false,White,Male,false,false,23,false,None,BERKELEY,Traffic Violation,Vehicle fail to stop for a red light at University and Shattuck Square,Moving Violation,VC 21457(A) FAIL STOP:FLASH RED LIGHT (I),,,24,,,,,None,,VC 21457(A) FAIL STOP:FLASH RED LIGHT (I),,Warning (verbal or written),,,37.87181585,-122.2706523
BPD000023576,1,04/23/2021,08:29,10,true,no,Vehicle,"Patrol, traffic enforcement, field operations",1000 block of Gilman St,Berkeley,false,,,,,true,White,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,21-17842. RP reported subject was unresponsive in vehicle. I contacted subject who advised no medical needed. he was sleeping.,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.87887462,-122.2965021
BPD000023589,1,04/24/2021,01:41,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2400 block of Durant Ave,Berkeley,false,,,,,false,Hispanic/Latino,Female,false,false,20,false,None,HAYWARD,Traffic Violation,On viewed vehicle driving wrong way on Durant Ave,Moving Violation,VC 21651(B) DRIVE WRONG WAY:DIV HWY (M),,,24,,,,,None,,VC 21651(B) DRIVE WRONG WAY:DIV HWY (M),,Warning (verbal or written),,,37.86754005,-122.2612599
BPD000023596,1,04/24/2021,14:25,30,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",3200 block of Adeline St,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Subject was drunk and trying to fight enpmoyees and customers at M&H liquor,,,PC 647(F) DISORD CONDUCT:ALCOHOL (M),Officer witnessed commission of a crime|Matched suspect description|Witness or victim ID of suspect at the scene,5|15,,,,,None,,,,Custodial arrest without warrant,,PC 647(F) DISORD CONDUCT:ALCOHOL (M) | PC 148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC (M) | PC 415(1) FIGHT IN PUBLIC PLACE (M),37.85023241,-122.2710874
BPD000023595,1,04/24/2021,13:30,20,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",800 block of University Ave,Berkeley,false,,,,,true,White,Female,false,false,30,false,None,BERKELEY,Reasonable suspicion,Girl threatens male with knife,,,PC 417(A)(1) EXHIBIT DEADWPN:NOT F/ARM (M),Matched suspect description,4,,,,,None,,PC 415(1) FIGHT IN PUBLIC PLACE (M),,Warning (verbal or written),,,37.86755798,-122.298337
BPD000023598,1,04/24/2021,15:05,15,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2200 block of Ashby Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Subject stopped was possible suspect in area of a gun brandish. The victim saw the person we had stopped at it was not the right person. He was released. Incident #2021-00018088,,,PC 417(A)(2) EXHIBIT FIREARM (M),Matched suspect description,5,,,,,None,,,,Field interview card completed,,,37.8560644,-122.2614173
BPD000023597,1,04/24/2021,15:17,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2000 block of California St,Berkeley,false,,,,,true,White,Female,false,false,25,false,None,BERKELEY,Traffic Violation,Pedestrian right it way violation,Moving Violation,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,,24,,,,,None,,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,Warning (verbal or written),,,37.87013436,-122.2797285
BPD000023592,1,04/24/2021,12:12,40,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2900 block of Hillegass Ave,Berkeley,false,,,,,true,White,Male,false,false,50,false,None,Unknown,Reasonable suspicion,Person was stopped and detained in evaluated. Transported on 5150 hold,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,5|17|19,,,,,Weapon(s) other than a firearm,,,,Noncriminal transport or caretaking transport (including transport by officer / ambulance or other agency)| Psychiatric hold (W&I Code 5150 or 5585.20),,,37.85650999,-122.255973
BPD000023591,1,04/24/2021,12:00,10,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",700 block of Gilman St,Berkeley,false,,,,,true,White,Male,false,false,15,true,None,BERKELEY,Reasonable suspicion,Subjects hopped fence into a construction site,,,PC 602 TRESPASSING (M),Matched suspect description,24,,,,,None,,,,No action,,,37.87787721,-122.3034781
BPD000023594,1,04/24/2021,12:19,15,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",1300 block of Fourth St,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,25,false,None,BERKELEY,Reasonable suspicion,21-18054. Subject was trespassing inside construction site. he came out to speak with me.,,,PC 602 TRESPASSING (M),Matched suspect description|Officer witnessed commission of a crime,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.87752946,-122.3031443
BPD000023593,1,04/24/2021,23:55,15,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",1300 block of 4th St,Berkeley,false,,,,,true,White,Male,false,false,45,false,None,BERKELEY,Reasonable suspicion,21-18054. Subject was trespassing inside construction site. he came out to speak with me.,,,PC 602 TRESPASSING (M),Matched suspect description|Officer witnessed commission of a crime,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.87752252,-122.3030729
BPD000023599,1,04/24/2021,15:40,20,true,no,Vehicle,"Patrol, traffic enforcement, field operations",1300 block of Eastshore Hw,Berkeley,false,,,,,true,White,Male,false,false,32,true,None,BERKELEY,Traffic Violation,Subject was passed out behind the wheel of a vehicle or vehicle was still on in the intersection,Non-moving violation / including registration,VC 23152(A) DUI ALCOHOL (M),,,1|5,,,,,Other contraband or evidence,BB gun,,,Custodial arrest pursuant to outstanding warrant,,,37.87829749,-122.3064429
BPD000024653,1,04/24/2021,08:53,20,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1700 block of University Ave,Berkeley,false,,,,,true,White,Male,false,false,60,false,None,BERKELEY,Reasonable suspicion,Matched suspect description in front of building,,,PC 459 BURGLARY (F),Matched suspect description,24,,,,,None,,,,Field interview card completed,,,37.871104,-122.2772579
BPD000024652,1,04/24/2021,07:28,11,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1600 block of Milvia St,Berkeley,false,,,,,true,White,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Subject was refusing to leave his mothers home,,,PC 166(A)(4) CONTEMPT:DISOBEY CRT ORDR (M),Matched suspect description|Witness or victim ID of suspect at the scene,5|18,Incident to arrest,Subject searched prior to transport incident to arrest.,,,None,,,,Custodial arrest without warrant,,PC 166(A)(4) CONTEMPT:DISOBEY CRT ORDR (M),37.87776244,-122.2714853
BPD000023590,1,04/24/2021,03:17,15,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2000 block of Bonar St,Berkeley,false,,,,,false,White,Female,false,false,35,false,None,PINOLE,Traffic Violation,Driving without lights on,Moving Violation,VC 24250 DRIVE WITHOUT LIGHTS:DARK (I),,,24,,,,,None,,VC 24250 DRIVE WITHOUT LIGHTS:DARK (I),,Warning (verbal or written),,,37.86897659,-122.2874647
BPD000024654,1,04/24/2021,22:55,25,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",Shattuck Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Subject matched description of 211 suspect,,,PC 211 ROBBERY (F),Matched suspect description,5|18,Incident to arrest|Evidence of crime,Subject was in possession of stolen property,,,Suspected stolen property,,,,Custodial arrest without warrant,,PC 211 ROBBERY (F),37.86987568,-122.2681515
BPD000023601,1,04/24/2021,20:20,20,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1700 block of Addison St,Berkeley,false,,,,,true,Black/African American,Female,false,false,40,false,None,BERKELEY,Reasonable suspicion,Responsible was trespassing,,,PC 602 TRESPASSING (M),Officer witnessed commission of a crime,4,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.86987427,-122.2760293
BPD000023600,1,04/24/2021,13:24,5,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2400 block of Shattuck Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Matched description of suspect,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,5|18,Incident to arrest,Incident to arrest,,,None,,,,Custodial arrest without warrant,,PC 1203.2 PROB VIOL:REARREST/REVOKE (X) | PC 647(F) DISORD CONDUCT:UI/DRUG (M) | PC 314.1 INDECENT EXPOSURE (M),37.86475595,-122.2676223
BPD000023864,1,04/24/2021,12:26,8,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block Telegraph Avenue,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Subject was sitting on sidewalk being quite and eating lunch. He did not qualify for 5150. Incident #2021-00018059,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.86510425,-122.2580484
BPD000023602,1,04/24/2021,20:00,40,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",700 block of Grayson St,Berkeley,false,,,,,false,White,Male,false,false,60,false,None,BERKELEY,Reasonable suspicion,Ped stop,,,PC 314.1 INDECENT EXPOSURE (M),Matched suspect description|Witness or victim ID of suspect at the scene,5,,,,,None,,,,Custodial arrest without warrant,,PC 314.1 INDECENT EXPOSURE (M),37.85465647,-122.2956796
BPD000023588,1,04/24/2021,01:11,35,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",University Ave,Berkeley,false,,,,,false,White,Male,false,false,45,false,None,OAKLAND,Traffic Violation,Vehicle driving without any rear lighting,Moving Violation,VC 24600 TAILLAMP VIOLATIONS (I),,,1|18|20,Condition of parole/probation/PRCS/mandatory supervision,,,,None,,VC 24600 TAILLAMP VIOLATIONS (I),,Warning (verbal or written),,,37.86778198,-122.2981888
